iter	Logloss
0	0.6786037538
1	0.6666954785
2	0.6524298133
3	0.6382682614
4	0.6250873194
5	0.6113465472
6	0.5976565756
7	0.5851847021
8	0.5732092974
9	0.5591341344
10	0.5484370255
11	0.5360409341
12	0.5257275279
13	0.5150634487
14	0.5039069943
15	0.4949478522
16	0.4866786119
17	0.4783513139
18	0.4711607956
19	0.4604674549
20	0.4513406521
21	0.4472057994
22	0.4412776668
23	0.4344349373
24	0.4264387736
25	0.4202736645
26	0.4154252773
27	0.4087959848
28	0.4018222065
29	0.3951314601
30	0.388370165
31	0.3836416849
32	0.3769404248
33	0.3745827559
34	0.3695601021
35	0.3641047594
36	0.3608810843
37	0.3565138375
38	0.3508467558
39	0.3463679523
40	0.3421257763
41	0.3377320359
42	0.3336779897
43	0.3299259791
44	0.3263080411
45	0.3235701119
46	0.3200843625
47	0.31591969
48	0.3113841545
49	0.3087475939
50	0.30550231
51	0.3024929326
52	0.2987775105
53	0.295597751
54	0.2921469619
55	0.2899205278
56	0.2868466494
57	0.2843827969
58	0.2812487207
59	0.2786348855
60	0.2758096369
61	0.2735981825
62	0.2709302204
63	0.2691751806
64	0.2669187639
65	0.2645211336
66	0.2616694381
67	0.259889719
68	0.2576375357
69	0.254085029
70	0.2525651048
71	0.2503653736
72	0.2492198014
73	0.248180529
74	0.2464695442
75	0.2436243383
76	0.2432137931
77	0.2420318417
78	0.2404550692
79	0.2381115192
80	0.23651351
81	0.23496672
82	0.2332893465
83	0.2317070147
84	0.2302781547
85	0.2287746057
86	0.2278417029
87	0.2265721065
88	0.2249306469
89	0.2231333663
90	0.221971884
91	0.2204662416
92	0.2192907799
93	0.2173625202
94	0.2151349696
95	0.213268187
96	0.2122222389
97	0.2107084786
98	0.2098882024
99	0.208006161
100	0.2072494321
101	0.206443554
102	0.2063383242
103	0.2048424977
104	0.203635867
105	0.2020247855
106	0.201178667
107	0.2003402012
108	0.1996393436
109	0.198861378
110	0.1974252375
111	0.1958764239
112	0.1942912893
113	0.1933689583
114	0.1924159469
115	0.1916743023
116	0.1910119871
117	0.1901607513
118	0.1886851381
119	0.1875903432
120	0.1864473762
121	0.1855165319
122	0.1845982482
123	0.1838269815
124	0.1828547106
125	0.1814403185
126	0.1809976392
127	0.1794187267
128	0.1784723445
129	0.1772236243
130	0.1766368936
131	0.1749997488
132	0.1736803055
133	0.172944348
134	0.1718012182
135	0.1707914283
136	0.170016312
137	0.1684378996
138	0.1673207865
139	0.1661757841
140	0.1655773651
141	0.1646704674
142	0.163638743
143	0.1631709192
144	0.1622497279
145	0.1613120568
146	0.160228264
147	0.1596648868
148	0.15889098
149	0.1580364646
150	0.1571568047
151	0.1563487634
152	0.1553819703
153	0.1544785151
154	0.1533446661
155	0.1526998776
156	0.1519207373
157	0.1514109984
158	0.1507713039
159	0.1501411578
160	0.1492802225
161	0.1484693899
162	0.1473393789
163	0.1468648445
164	0.1462100308
165	0.1452822569
166	0.1444279624
167	0.1438088766
168	0.143318467
169	0.1428700889
170	0.142139365
171	0.1418135108
172	0.141220023
173	0.1400424446
174	0.1394677046
175	0.1388243931
176	0.1381640899
177	0.1375352115
178	0.1364583271
179	0.1357060991
180	0.1347154757
181	0.1338642865
182	0.1334234563
183	0.1331380402
184	0.1324852618
185	0.131709564
186	0.1308335444
187	0.1303124777
188	0.1298218588
189	0.1291049632
190	0.1287017101
191	0.1281399611
192	0.1279078228
193	0.1271197738
194	0.1265572106
195	0.1260075453
196	0.1255484441
197	0.125166893
198	0.1244933082
199	0.1240367424
200	0.1234639331
201	0.1231876117
202	0.1228983344
203	0.122356566
204	0.1220142783
205	0.1212533044
206	0.120468663
207	0.120017703
208	0.1194331472
209	0.1187162632
210	0.1181425699
211	0.1178625037
212	0.1171816268
213	0.1169483255
214	0.1161789429
215	0.1158948177
216	0.1156628772
217	0.1152163482
218	0.1149830934
219	0.1145888305
220	0.1140182891
221	0.1136923999
222	0.1132577105
223	0.1127819201
224	0.1123939491
225	0.112067618
226	0.1117806086
227	0.1111279697
228	0.1105774438
229	0.1103469802
230	0.109907883
231	0.1094172175
232	0.1089758524
233	0.1086925297
234	0.1079157969
235	0.1075514119
236	0.1070177497
237	0.1064868322
238	0.105969429
239	0.1052938322
240	0.1044789756
241	0.104079293
242	0.1038802542
243	0.1034974354
244	0.1029167757
245	0.1024898785
246	0.1020519792
247	0.1017489782
248	0.1015123274
249	0.1011545833
250	0.1006234099
251	0.1002842508
252	0.100092946
253	0.09985977266
254	0.09961202668
255	0.09899088232
256	0.09859748003
257	0.09819038903
258	0.09751677513
259	0.09721172147
260	0.0968210639
261	0.09633768477
262	0.09627629489
263	0.09585468944
264	0.09557422778
265	0.09495003049
