iter	Logloss
0	0.6853892297
1	0.6775383865
2	0.6730584096
3	0.6687136904
4	0.6634042883
5	0.6589575932
6	0.6558681081
7	0.6529359902
8	0.649867475
9	0.6465444553
10	0.6443028065
11	0.642725792
12	0.6410341446
13	0.6387757539
14	0.6370645694
15	0.6347742829
16	0.6333677253
17	0.6316848599
18	0.6304178628
19	0.6291989135
20	0.6280654536
21	0.6268129537
22	0.6253520315
23	0.6246357893
24	0.6236475283
25	0.6229817253
26	0.6218159911
27	0.6212510343
28	0.6206236285
29	0.6197783951
30	0.6189341411
31	0.6182153249
32	0.6175643175
33	0.6166604034
34	0.6161259685
35	0.6157519868
36	0.6152885108
37	0.6147323726
38	0.6142885467
39	0.6135645868
40	0.6131695647
41	0.6127865574
42	0.6121679774
43	0.6116562368
44	0.6110341863
45	0.610556262
46	0.6096980704
47	0.6092632028
48	0.6087503136
49	0.6080803137
50	0.6072325363
51	0.6066323264
52	0.606294542
53	0.6057502982
54	0.605432923
55	0.6049018384
56	0.6045779914
57	0.6040301587
58	0.6037260699
59	0.6031769817
60	0.6029111792
61	0.6021955586
62	0.6015799375
63	0.6009328138
64	0.6005561506
65	0.6002613258
66	0.5996529688
67	0.5994013353
68	0.5989464885
69	0.5985805925
70	0.5979772826
71	0.5975839894
72	0.5973329764
73	0.597073727
74	0.5968467131
75	0.5965962235
76	0.5960263062
77	0.5958200398
78	0.5954213671
79	0.5949909649
80	0.594618477
81	0.5941436314
82	0.5938015597
83	0.5935495421
84	0.5931934855
85	0.5928124082
86	0.5924900634
87	0.5919549725
88	0.5915167801
89	0.5913120508
90	0.5911003837
91	0.5908412063
92	0.5904289545
93	0.5900153718
94	0.5896629423
95	0.5894008081
96	0.5890932593
97	0.5886412308
98	0.5883516985
99	0.5880501716
100	0.5876758194
101	0.5872748766
102	0.5867666104
103	0.5864001677
104	0.585978951
105	0.5855949515
106	0.5853804243
107	0.5849611505
108	0.5846014604
109	0.5842260633
110	0.583910482
111	0.5835702204
112	0.5831093962
113	0.5827550027
114	0.582474951
115	0.5821695621
116	0.5819854377
117	0.5816178463
118	0.58110855
119	0.5808502838
120	0.5806654292
121	0.5803418609
122	0.5799916655
123	0.5796512435
124	0.57922893
125	0.5788305813
126	0.5783225162
127	0.5779765839
128	0.5775254466
129	0.5772135814
130	0.5768699187
131	0.5764581399
132	0.5761917808
