iter	RMSE
259	0.188521812
260	0.188338958
261	0.1881447773
262	0.1880499845
263	0.1878757542
264	0.1876798197
265	0.1874623364
266	0.187242908
267	0.1870351847
268	0.1867581639
269	0.1866109023
270	0.1863055625
271	0.1859655587
272	0.1858711653
273	0.1857404849
274	0.1855016351
275	0.1852823114
276	0.1851136775
277	0.1849432246
278	0.1848083287
279	0.184575839
280	0.1844523408
281	0.1843037662
282	0.1841580208
283	0.1839927717
284	0.1838666313
285	0.1837355428
286	0.1835291144
287	0.1833780361
288	0.1832273643
289	0.183107273
290	0.1829000808
291	0.1826605398
292	0.1823827822
293	0.1821958637
294	0.1819780643
295	0.1817206062
296	0.1814854695
297	0.1813249447
298	0.1811763048
299	0.1809960064
300	0.1808091887
301	0.1806339092
302	0.1804601507
303	0.1802396726
304	0.1800466241
305	0.1799044024
306	0.1797525751
307	0.1796495642
308	0.1794753145
309	0.1793459909
310	0.1790571947
311	0.1788540129
312	0.1787292779
313	0.1784050552
314	0.1782732524
315	0.1779884541
316	0.1778173904
317	0.1776786958
318	0.1775366347
319	0.1774270946
320	0.1772726056
321	0.1771363952
322	0.1769833543
323	0.1767686908
324	0.1764795483
325	0.1763622105
326	0.1762047767
327	0.1760852098
328	0.1758998365
329	0.1756925301
330	0.1755184839
331	0.1753731646
332	0.1751856037
333	0.1750482235
334	0.1748984954
335	0.1747178631
336	0.1745316625
337	0.1744501826
338	0.1743296332
339	0.1741895817
340	0.1740309035
341	0.1738945486
342	0.1736686176
343	0.1735257148
344	0.173382366
345	0.1732430021
346	0.1731708024
347	0.173005513
348	0.172951128
349	0.1727400221
350	0.1726316685
351	0.1725202551
352	0.1724288782
353	0.1723249497
354	0.1721697455
355	0.172000596
356	0.1717626704
357	0.1715645122
358	0.1714282815
359	0.1712636349
360	0.1711942151
361	0.1709627929
362	0.1707962339
363	0.1706350889
364	0.1705083399
365	0.1703292661
366	0.1701678843
367	0.1699728617
368	0.1699168479
369	0.1697820552
370	0.1697012149
371	0.1695686391
372	0.1694553679
373	0.1693519084
374	0.1691434789
375	0.1690100984
376	0.1689323271
377	0.1688053655
378	0.1687434903
379	0.1685474508
380	0.1683999773
381	0.1683302426
382	0.1681773365
383	0.1680456846
384	0.1679274926
385	0.1677823175
386	0.167658305
387	0.1675803983
388	0.1674802897
389	0.1672817921
390	0.1671114015
391	0.1669113689
392	0.1668055422
393	0.1667111064
394	0.1665478715
395	0.1664606847
396	0.1663373093
397	0.1661719042
398	0.1660920758
399	0.1659390375
400	0.1657827393
401	0.1656134645
402	0.1654514513
403	0.1652871093
404	0.1651891586
405	0.1650263563
406	0.1648735748
407	0.1647734623
408	0.1646241352
409	0.1644973097
410	0.1643828946
411	0.1642854268
412	0.1641523851
413	0.164048268
414	0.1639275903
415	0.1637512622
416	0.1636718131
417	0.1634688416
418	0.1633595585
419	0.1631847169
420	0.163018026
421	0.1628839311
422	0.1627533841
423	0.162573304
424	0.1624798122
425	0.1623342872
426	0.1621922392
427	0.1620473588
428	0.1619036174
429	0.1617464179
430	0.1616080556
431	0.1615301469
432	0.161453547
433	0.1612537116
434	0.1610953959
435	0.161008495
436	0.16090217
437	0.1607743598
438	0.1606385059
439	0.1604312035
440	0.1603218866
441	0.1602085722
442	0.1600786215
443	0.159918382
444	0.1598128638
445	0.1596243286
446	0.1594195814
447	0.1593627837
448	0.1592673908
449	0.1591228756
450	0.1589825102
451	0.1588392455
452	0.1587232247
453	0.1585799044
454	0.1584564319
455	0.1583161976
456	0.1581883517
457	0.1580819048
458	0.1579538886
459	0.1578365674
460	0.1576380944
461	0.1575682791
462	0.1574551791
463	0.1573139993
464	0.157187245
465	0.1570471076
466	0.1569125825
467	0.1568465321
468	0.1567965702
469	0.1566720843
470	0.1565341241
471	0.15647692
472	0.1563173695
473	0.1561810664
474	0.1560448799
475	0.1559376996
476	0.1558220121
477	0.1556752168
478	0.1555932784
479	0.1554726315
480	0.1553073454
481	0.1551753441
482	0.1550274628
483	0.1548336736
484	0.1547215707
485	0.1546157184
486	0.1545143238
487	0.1544226356
488	0.1542835205
489	0.1540452111
490	0.1539940221
491	0.1538752678
492	0.1537127519
493	0.153611318
494	0.1534627961
495	0.1533346337
496	0.1532125256
497	0.1530646469
498	0.1529538085
499	0.1528296216
500	0.1526983733
501	0.1526758308
502	0.1525608912
503	0.1524586275
504	0.1524016798
505	0.1522723245
506	0.1520268705
507	0.1519630815
508	0.1518797546
509	0.1517816165
510	0.1515966494
511	0.1514913007
512	0.1513652959
513	0.1512367998
514	0.1511087154
515	0.1509841584
516	0.1508822901
517	0.1508066074
518	0.1506478831
519	0.1505317997
520	0.1503824245
521	0.1502714259
522	0.1500859014
523	0.1500036866
524	0.1499036064
525	0.1498314377
526	0.1496967719
527	0.1495830653
528	0.1494960861
529	0.1494254903
530	0.1493369161
531	0.1492338127
532	0.149198323
533	0.1491177126
534	0.1490434572
535	0.1489698057
536	0.1488922399
537	0.1487886599
538	0.1487199661
539	0.1486634245
540	0.1485241067
541	0.1484091642
542	0.1482906095
543	0.1481980379
544	0.1480479107
545	0.1479395868
546	0.1478838365
547	0.1478188878
548	0.1477648213
549	0.1476754946
550	0.1475784757
551	0.1475164612
552	0.1474546699
553	0.147360117
554	0.1471916175
555	0.1470595782
556	0.1469306735
557	0.1468461561
558	0.1467713879
559	0.1466791479
560	0.1465359514
561	0.1463891021
562	0.1462625697
563	0.1461933171
564	0.1461036145
565	0.1460041052
566	0.1458613364
567	0.1457325072
568	0.1456295369
569	0.1455259642
570	0.1454685281
571	0.1453404492
572	0.1452401475
573	0.1451626318
574	0.1450772247
575	0.1449549942
576	0.1448704355
577	0.144751769
578	0.1446167937
579	0.1445520668
580	0.1444376109
581	0.144353627
582	0.1442507957
583	0.1441626598
584	0.14407551
585	0.1439617727
586	0.1438683845
587	0.1437873625
588	0.143678841
589	0.1436218211
590	0.1435608669
591	0.143496626
592	0.1433827452
593	0.1433036891
594	0.1431659002
595	0.1430288593
596	0.1429703692
597	0.1428553919
598	0.1427512078
599	0.1426623639
600	0.142561002
601	0.1424347485
602	0.1423466865
603	0.1422990547
604	0.1421314137
605	0.1420763255
606	0.1419816717
607	0.1418910447
608	0.1418109382
609	0.1417578979
610	0.141637403
611	0.1415602778
612	0.1414583876
613	0.1413179491
614	0.1412589284
615	0.141199893
616	0.1410537831
617	0.1409444109
618	0.140876382
619	0.140749903
620	0.1406642236
621	0.1405613636
622	0.1404654293
623	0.1403870221
624	0.1402808303
625	0.1401988644
626	0.1401177379
627	0.1400239754
628	0.1399025857
629	0.1398076535
630	0.1397044524
631	0.1395849679
632	0.1395344093
633	0.1394167304
634	0.1393465593
635	0.1392264533
636	0.1390999866
637	0.1389627978
638	0.1388548996
639	0.1387751779
640	0.1386614635
641	0.1385821188
642	0.1385134984
643	0.1384142935
644	0.138337328
645	0.1382421365
646	0.1381775046
647	0.1381129804
648	0.1380095154
649	0.137952505
650	0.1378937807
651	0.1378221079
652	0.1377262925
653	0.1376268897
654	0.1375570501
655	0.1374848212
656	0.1374208406
657	0.1373017119
658	0.1372319735
659	0.1371000256
660	0.1370582382
661	0.1369573748
662	0.1368913726
663	0.1367810053
664	0.1367208684
665	0.1366530446
666	0.1365428062
667	0.1364723828
668	0.1363822364
669	0.1363367565
670	0.1362618461
671	0.1362119639
672	0.1361210935
673	0.1359635281
674	0.1358950451
675	0.1358171371
676	0.1357356312
677	0.135676791
678	0.1355684897
679	0.1354826902
680	0.1354396991
681	0.1353720614
682	0.1352680044
683	0.1351712859
684	0.1351055834
685	0.1350455276
686	0.1349348894
687	0.1348890237
688	0.1348080876
689	0.1346740186
690	0.1344921293
691	0.1344166878
692	0.1343326739
693	0.1342408158
694	0.1341534881
695	0.1340869248
696	0.133991311
697	0.1339216776
698	0.1338801769
699	0.1337331943
700	0.1336436052
701	0.1335341228
702	0.1334517044
703	0.1333261463
704	0.1332567582
705	0.1331948
706	0.1331118516
707	0.1330705505
708	0.133004691
709	0.132948705
710	0.1328633447
711	0.1327322123
712	0.1326298055
713	0.1325833282
714	0.1325157421
715	0.1324642733
716	0.1323980511
717	0.1323242867
718	0.1322206812
719	0.1320870863
720	0.1320122461
721	0.1319283723
722	0.131880043
723	0.131823377
724	0.131764014
725	0.1316915333
726	0.1316523185
727	0.1315512822
728	0.131432905
729	0.1313452199
730	0.1312382939
731	0.1311323163
732	0.1310867402
733	0.13098071
734	0.1309320679
735	0.1308954881
736	0.1308407534
737	0.1307776106
738	0.1307248673
739	0.1306356676
740	0.13051353
741	0.1304077665
742	0.1303519859
743	0.1302391996
744	0.1302048819
745	0.1301221094
746	0.130043877
747	0.1299285543
748	0.1298337906
749	0.1297366178
750	0.129687585
751	0.1296097747
752	0.1295072138
753	0.1294511617
754	0.1293822472
755	0.1292908791
756	0.1292132079
757	0.129165289
758	0.1290647689
759	0.1290115637
760	0.1289374738
761	0.1288321401
762	0.1287789273
763	0.1287123354
764	0.1286162693
765	0.1285337886
766	0.1284950286
767	0.1284085714
768	0.128368031
769	0.1282278408
770	0.1281279072
771	0.1280555152
772	0.128021921
773	0.1279171301
774	0.1278785132
775	0.1278067574
776	0.1277370987
777	0.1276914103
778	0.1276639327
779	0.1276112905
780	0.1275425001
781	0.1274825777
782	0.1274352255
783	0.1273441734
784	0.1273205173
785	0.1272126937
786	0.1271442485
787	0.1270668796
788	0.1269749029
789	0.1269461705
790	0.126883139
791	0.1268083147
792	0.1267288731
793	0.1266545278
794	0.1265722649
795	0.1264891676
796	0.1264426851
797	0.1263639248
798	0.1263210013
799	0.1262917381
800	0.126240744
801	0.1261126247
802	0.1260162454
803	0.1259676666
804	0.1258947909
805	0.1257754093
806	0.1256563696
807	0.1255630716
808	0.1254956381
809	0.1254087521
810	0.1253109078
811	0.125242017
812	0.1251993855
813	0.1250781679
814	0.1249983727
815	0.124886567
816	0.1248126815
817	0.1246657433
818	0.1246280458
819	0.1244834704
820	0.1243749693
821	0.1242755136
822	0.1241746103
823	0.1240663745
824	0.124009757
825	0.1239304116
826	0.1238212374
827	0.1237533125
828	0.1237026198
829	0.1236338259
830	0.1235694534
831	0.1234934286
832	0.1234306632
833	0.1233808539
834	0.1233338279
835	0.1232692021
836	0.1231896259
837	0.1231553501
838	0.1230718096
839	0.1229958336
840	0.1229246432
841	0.1228390357
842	0.1227664884
843	0.1227235681
844	0.1225767265
845	0.1225109636
846	0.1224825424
847	0.1224008645
848	0.1223049772
849	0.1221846342
850	0.1220637189
851	0.1220108881
852	0.1219670694
853	0.1218818146
854	0.1218108056
855	0.1217295088
856	0.1216806457
857	0.1216045625
858	0.1215432038
859	0.1214664717
860	0.1214065121
861	0.1213283547
862	0.1212671362
863	0.1211770152
864	0.1211171127
865	0.1210720752
866	0.1210301633
867	0.1209829802
868	0.1208697593
869	0.1208378341
870	0.1207708602
871	0.1207132612
872	0.1206386855
873	0.1205177752
874	0.1204757535
875	0.1204353407
876	0.1203953886
877	0.1202935125
878	0.1202138426
879	0.1201538133
880	0.1201116511
881	0.1199977135
882	0.1199022556
883	0.1198511115
884	0.1197652246
885	0.1197178985
886	0.1196388129
887	0.1195969065
888	0.1195737573
889	0.1194823724
890	0.119380071
891	0.1193513558
892	0.1192555873
893	0.1191424268
894	0.1190693319
895	0.1189772376
896	0.1189113719
897	0.1188707035
898	0.118823576
899	0.1187769128
900	0.1186969343
901	0.1186103535
902	0.1185389578
903	0.1184943108
904	0.1184014202
905	0.1183244387
906	0.1182986474
907	0.1181953991
908	0.1181335707
909	0.1180901233
910	0.1180035249
911	0.1179003084
912	0.1178650414
913	0.1178273151
914	0.117748238
915	0.1176809806
916	0.117601081
917	0.1175195354
918	0.117472965
919	0.1173882054
920	0.1173017143
921	0.117215508
922	0.1171426182
923	0.1171015026
924	0.1170461024
925	0.1169731369
926	0.1169290303
927	0.1168736866
928	0.1167853296
929	0.1167050689
930	0.1166320207
931	0.1165781234
932	0.1164937628
933	0.1164230428
934	0.1163622665
935	0.1163031456
936	0.1162342057
937	0.1161419841
938	0.1160882611
939	0.1159946443
940	0.115944796
941	0.1158825243
942	0.1158440529
943	0.1157285037
944	0.1156374938
945	0.1155753565
946	0.1155281312
947	0.1154862393
948	0.1154154307
949	0.1153587426
950	0.1152915089
951	0.1152301297
952	0.115163284
953	0.1151247061
954	0.1150403886
955	0.1149801521
956	0.1149350143
957	0.1148914534
958	0.1148246529
959	0.1147611471
960	0.1147072559
961	0.1146491083
962	0.1146138797
963	0.1145362055
964	0.1144779807
965	0.1143754587
966	0.1143000892
967	0.1142095593
968	0.1141311378
969	0.114113056
970	0.1140389777
971	0.1139955047
972	0.1139255492
973	0.1138556094
974	0.1137994484
975	0.1137229336
976	0.1136383368
977	0.1135891665
978	0.113540302
979	0.1134542796
980	0.1134064523
981	0.1133342144
982	0.1132782601
983	0.1131911493
984	0.1131360291
985	0.1130880543
986	0.1130135945
987	0.112962658
988	0.1129093177
989	0.1128738689
990	0.1128397441
991	0.1127910878
992	0.1127269505
993	0.1126650413
994	0.1125971563
995	0.1125470118
996	0.1124833481
997	0.1124382712
998	0.1123926254
999	0.1123454573
1000	0.1122690389
1001	0.112223492
1002	0.1121733304
1003	0.1121324025
1004	0.112061239
1005	0.1120041482
1006	0.1119314926
1007	0.1118520594
1008	0.1118147169
1009	0.1117563555
1010	0.1117003689
1011	0.1116097948
1012	0.1115523927
1013	0.1115166186
1014	0.1114607314
1015	0.1114262201
1016	0.1113818854
1017	0.1113295689
1018	0.1113009782
1019	0.1112425076
1020	0.1111660467
1021	0.1111031374
1022	0.111059974
1023	0.1109498732
1024	0.1109062947
1025	0.1108763473
1026	0.1108019655
1027	0.1107378609
1028	0.1106406371
1029	0.110602203
1030	0.1105131616
1031	0.1104751529
1032	0.1103983206
1033	0.110347611
1034	0.1103127978
1035	0.1102675701
1036	0.1102331434
1037	0.1101839795
1038	0.1101456505
1039	0.1101147023
1040	0.1100505505
1041	0.1100082312
1042	0.1099016548
1043	0.1098135409
1044	0.1097569957
1045	0.1096979377
1046	0.1096278701
1047	0.1095794786
1048	0.1095268723
1049	0.1094800229
1050	0.1094155016
1051	0.109365297
1052	0.1093395085
1053	0.1092769661
1054	0.1091846107
1055	0.109152829
1056	0.1090631449
1057	0.10903063
1058	0.1089497482
1059	0.108884489
1060	0.1087997388
1061	0.1087419183
1062	0.108683046
1063	0.1086209722
1064	0.1085891157
1065	0.1085554074
1066	0.1084940829
1067	0.1084156669
1068	0.1083538541
1069	0.1083137578
1070	0.1082331207
1071	0.1081723768
1072	0.1081241229
1073	0.1080655074
1074	0.1079990396
1075	0.1079718018
1076	0.1079069937
1077	0.1078351236
1078	0.107768731
1079	0.1076942515
1080	0.1076530271
1081	0.1075843919
1082	0.1075334932
1083	0.1074947634
1084	0.1074239454
1085	0.1073609298
1086	0.1073170564
1087	0.1072350619
1088	0.1071856149
1089	0.1071221531
1090	0.1070820463
1091	0.1070225088
1092	0.1069335695
1093	0.1069017578
1094	0.1068727691
1095	0.1068441521
1096	0.1067974168
1097	0.1067183648
1098	0.1066683215
1099	0.1066055808
1100	0.1065478235
1101	0.1064716682
1102	0.1064014964
1103	0.106367032
1104	0.1062871137
1105	0.106214087
1106	0.1061681272
1107	0.1060954211
1108	0.1060711333
1109	0.1060271933
1110	0.1059611597
1111	0.1058904589
1112	0.1058442599
1113	0.1058151236
1114	0.105784588
1115	0.1057638614
1116	0.105717085
1117	0.105673542
1118	0.1056227823
1119	0.105581439
1120	0.1055144635
1121	0.1054564912
1122	0.1053946183
1123	0.1053139404
1124	0.1052567546
1125	0.1051965311
1126	0.1051475067
1127	0.1051079723
1128	0.1050480684
1129	0.1049834002
1130	0.1049109479
1131	0.104869078
1132	0.1047849861
1133	0.1047168295
1134	0.1046492871
1135	0.1045872492
1136	0.1045212896
1137	0.1044746871
1138	0.1044274372
1139	0.1043756595
1140	0.1043097775
1141	0.1042318815
1142	0.1041771938
1143	0.1041531083
1144	0.1041010423
1145	0.1040535725
1146	0.1039930322
1147	0.1039237739
1148	0.103897826
1149	0.1038266822
1150	0.1037690927
1151	0.1036983595
1152	0.1036064277
1153	0.1035663126
1154	0.1035292371
1155	0.103477303
1156	0.1034406916
1157	0.1034107528
1158	0.1033755226
1159	0.1033439237
1160	0.1032733605
1161	0.1032210031
1162	0.1031155734
1163	0.1030826991
1164	0.1030403211
1165	0.1029808058
1166	0.1029138182
1167	0.1028834544
1168	0.1028367259
1169	0.1027995528
1170	0.1027544034
1171	0.1027127799
1172	0.10267795
1173	0.1026380991
1174	0.1025518395
1175	0.1024739269
1176	0.1024265345
1177	0.1023725312
1178	0.1023312114
1179	0.1022674527
1180	0.102206945
1181	0.102161238
1182	0.1021206686
1183	0.1020813751
1184	0.1020251228
1185	0.1019506174
1186	0.1019029288
1187	0.1018354172
1188	0.1018046457
1189	0.1017565645
1190	0.1017089722
1191	0.1016800848
1192	0.101628138
1193	0.1015582445
1194	0.1014932133
1195	0.101462576
1196	0.1013968903
1197	0.1013275894
1198	0.101284793
1199	0.1012511417
1200	0.1012108878
1201	0.1011482479
1202	0.1011012222
1203	0.1010477111
1204	0.1010215262
1205	0.1009678291
1206	0.1009286788
1207	0.100872418
1208	0.1008274236
1209	0.1007797723
1210	0.1007418679
1211	0.1007045815
1212	0.1006667088
1213	0.1006121472
1214	0.1005676348
1215	0.1005123638
1216	0.1004465179
1217	0.100407971
1218	0.1003744874
1219	0.1003317685
1220	0.1002997404
1221	0.1002425222
1222	0.1001551192
1223	0.1000936322
1224	0.100008735
1225	0.09996439506
1226	0.09990540224
1227	0.09986058704
1228	0.09982215465
1229	0.09978177514
1230	0.09974016276
1231	0.09970217352
1232	0.09966657453
1233	0.09963497971
1234	0.09957716927
1235	0.09954366884
1236	0.09952090333
1237	0.0994768854
1238	0.09943314171
1239	0.09940355868
1240	0.09933445636
1241	0.09928402285
1242	0.09922396183
1243	0.09919140699
1244	0.09914272672
1245	0.09910192672
1246	0.09905827044
1247	0.09899518424
1248	0.09894838155
1249	0.09887948919
1250	0.09883541864
1251	0.09878713188
1252	0.09874695777
1253	0.09871175227
1254	0.09867591428
1255	0.09861863281
1256	0.09857068657
1257	0.09851434172
1258	0.09845736417
1259	0.09838682419
1260	0.09834630291
1261	0.09828944752
1262	0.09822374426
1263	0.09816529784
1264	0.09810655792
1265	0.0980754204
1266	0.0979813274
1267	0.09791387979
1268	0.09789004925
1269	0.09785661095
1270	0.09782912607
1271	0.09778809789
1272	0.09774617699
1273	0.0977121617
1274	0.09766818554
1275	0.0976229494
1276	0.09758296718
1277	0.09753058221
1278	0.09747944957
1279	0.09744364912
1280	0.09740741672
1281	0.0973584941
1282	0.09730544973
1283	0.09726166919
1284	0.09721149263
1285	0.09715614269
1286	0.09711028514
1287	0.0970781935
1288	0.09703965157
1289	0.09695732585
1290	0.09690229852
1291	0.09686031569
1292	0.09680633757
1293	0.09675057656
1294	0.09668922749
1295	0.09664087973
1296	0.09660499722
1297	0.09653866547
1298	0.09650653857
1299	0.09641606831
1300	0.09636578109
1301	0.09632541678
1302	0.0962702892
1303	0.09623294073
1304	0.0961925078
1305	0.09616925429
1306	0.09613647019
1307	0.096095292
1308	0.09605357452
1309	0.09600841347
1310	0.09591343094
1311	0.09587814198
1312	0.09582904713
1313	0.09578477389
1314	0.09572012998
1315	0.09566684585
1316	0.09562851226
1317	0.09559734966
1318	0.09556359916
1319	0.09550482781
1320	0.0954751572
1321	0.09544421401
1322	0.09538446827
1323	0.09532924166
1324	0.09528790408
1325	0.09526933075
1326	0.09523331417
1327	0.095180915
1328	0.09513584065
1329	0.09506344118
1330	0.09504128658
1331	0.09498351834
1332	0.09494870148
1333	0.09491125358
1334	0.09487896896
1335	0.09484040388
1336	0.09478939162
1337	0.09474030236
1338	0.09469750875
1339	0.0946441475
1340	0.0946240838
1341	0.09458204982
1342	0.09453829889
1343	0.09447982614
1344	0.09443697063
1345	0.09439966905
1346	0.09435939348
1347	0.09432223443
1348	0.09427293046
1349	0.0942568749
1350	0.09417786098
1351	0.09414353075
1352	0.09408104191
1353	0.0940599084
1354	0.09402447401
1355	0.09395162191
1356	0.09389511226
1357	0.09385456205
1358	0.09379366347
1359	0.09376222579
1360	0.09371990333
1361	0.0936621056
1362	0.09361777495
1363	0.09356972789
1364	0.09349682855
1365	0.09346708969
1366	0.09340540355
1367	0.0933424636
1368	0.09328171902
1369	0.09326277707
1370	0.09323463845
1371	0.09317859474
1372	0.09312503431
1373	0.09309443786
1374	0.09304981523
1375	0.0930149115
1376	0.09298447682
1377	0.09293128599
1378	0.09288016646
1379	0.09284608222
1380	0.09276699008
1381	0.09273409676
1382	0.09269862964
1383	0.09264706382
1384	0.09260068996
1385	0.09256381841
1386	0.09252280488
1387	0.09249977708
1388	0.09245279561
1389	0.09240719316
1390	0.09234667121
1391	0.09230307436
1392	0.09228651386
1393	0.09224625794
1394	0.09220114248
1395	0.09213393984
1396	0.09211679209
1397	0.09206502813
1398	0.09200658506
1399	0.09195658911
1400	0.09192619655
1401	0.09187837598
1402	0.09182419926
1403	0.0917891937
1404	0.09173206784
1405	0.09167120169
1406	0.09160864517
1407	0.091533943
1408	0.091493189
1409	0.09145064961
1410	0.09141800603
1411	0.09137962637
1412	0.09134026854
1413	0.09127725125
1414	0.09122757625
1415	0.09117822613
1416	0.09111987091
1417	0.09107459591
1418	0.09102432951
1419	0.09097078275
1420	0.09092862022
1421	0.09088574431
1422	0.09083439723
1423	0.09081477168
1424	0.09078032019
1425	0.09075135
1426	0.09068123053
1427	0.09063462692
1428	0.09060156737
1429	0.0905559814
1430	0.09051465747
1431	0.0904721252
1432	0.09045522504
1433	0.09041967594
1434	0.09039337532
1435	0.09036161923
1436	0.0902974791
1437	0.0902451385
1438	0.09019707417
1439	0.09015709337
1440	0.09011917554
1441	0.09010310322
1442	0.09006314368
1443	0.08998846116
1444	0.08995571513
1445	0.08993224023
1446	0.08989987554
1447	0.08984605408
1448	0.08979680632
1449	0.08978276671
1450	0.0897396918
1451	0.0896911399
1452	0.08963296451
1453	0.0896107156
1454	0.08956676689
1455	0.08950247863
1456	0.08944844757
1457	0.08941280758
1458	0.08938014894
1459	0.0893463318
1460	0.08928133332
1461	0.08925314207
1462	0.08921430337
1463	0.08914571501
1464	0.08908214887
1465	0.08904093039
1466	0.08900432778
1467	0.08897018952
1468	0.088936478
1469	0.08889584023
1470	0.08884610396
1471	0.08882568251
1472	0.08879126218
1473	0.08874202733
1474	0.08871682231
1475	0.08867115929
1476	0.08863344578
1477	0.08857959935
1478	0.0885288388
1479	0.08851199712
1480	0.0884847201
1481	0.08844901824
1482	0.0883992045
1483	0.08835882376
1484	0.08834685318
1485	0.08831511633
1486	0.0882924377
1487	0.08826786785
1488	0.08823386093
1489	0.08816786022
1490	0.08815162022
1491	0.08810826346
1492	0.08806341589
1493	0.08799419977
1494	0.08794518176
1495	0.08789044422
1496	0.08784549429
1497	0.08781132607
1498	0.08776875003
1499	0.087742889
1500	0.08768550557
1501	0.08764075091
1502	0.08757281369
1503	0.08753007907
1504	0.08749358038
1505	0.08744757428
1506	0.08741069177
1507	0.0873916317
1508	0.08734354021
1509	0.08729649861
1510	0.08727602321
