iter	MultiClass
152	1.126738704
153	1.123011264
154	1.119375755
155	1.116126572
156	1.111513188
157	1.107791157
158	1.103942127
159	1.100541407
160	1.096547567
161	1.094180671
162	1.090858699
163	1.087564305
164	1.08407163
165	1.080762878
166	1.077153666
167	1.074163541
168	1.071016818
169	1.067452822
170	1.064542322
171	1.061447726
172	1.058173354
173	1.055356827
174	1.051843188
175	1.048711605
176	1.045664994
177	1.042080346
178	1.038918979
179	1.036150113
180	1.033768784
181	1.030459649
182	1.028506977
183	1.025426267
184	1.022467865
185	1.020157071
186	1.017118134
187	1.014211565
188	1.012447371
189	1.009642519
190	1.006851647
191	1.003899034
192	1.001911351
193	0.9991839111
194	0.9959790113
195	0.9932552149
196	0.991159961
197	0.988783411
198	0.98617569
199	0.9840035903
200	0.9825432988
201	0.9797714916
202	0.9767984574
203	0.973902425
204	0.9711433289
205	0.9685600452
206	0.9663087627
207	0.9641591483
208	0.9619384429
209	0.9600656422
210	0.9570241927
211	0.9552794098
212	0.9528108724
213	0.9511304825
214	0.9486697606
215	0.9465367402
216	0.9445580653
217	0.9426916723
218	0.9412800865
219	0.9387219461
220	0.9361847982
221	0.934896843
222	0.9341351291
223	0.9326942902
224	0.9301494008
225	0.9275923583
226	0.9254478758
227	0.9239439051
228	0.9217481974
229	0.9193300243
230	0.9168437834
231	0.9143247162
232	0.9122710719
233	0.9097860865
234	0.9075957129
235	0.9053789704
236	0.9029437658
237	0.9004353088
238	0.8993199497
239	0.8978909008
240	0.8970121467
241	0.8948590848
242	0.8940495257
243	0.8921004441
244	0.8905013619
245	0.8894244316
246	0.8868376621
247	0.8852983723
248	0.8837880269
249	0.8830925747
250	0.8812630032
251	0.8794969986
252	0.8786208102
253	0.8768818678
254	0.8758786721
255	0.8750758057
256	0.873702642
257	0.8720781578
258	0.8695320655
259	0.8674864332
260	0.8654209991
261	0.8636814912
262	0.8622705296
263	0.8603167656
264	0.8594549936
265	0.8576750571
266	0.8554276256
267	0.8533769851
268	0.85228562
269	0.8510579267
270	0.8487112633
271	0.8468534325
272	0.8459251793
273	0.8444047742
274	0.8420249085
275	0.840239835
276	0.8383954278
277	0.8371553273
278	0.8362582686
279	0.8342296852
280	0.832587014
281	0.8318731493
282	0.8300992976
283	0.8285733219
284	0.8266889945
285	0.8250029692
286	0.8245163646
287	0.8235419344
288	0.821655885
289	0.8196139757
290	0.8185515892
291	0.8171221698
292	0.8154423785
293	0.8144794874
294	0.8135024784
295	0.8130260261
296	0.8117698701
297	0.8106843362
298	0.8091225804
299	0.806861518
300	0.8049526326
301	0.8030631236
302	0.8020049447
303	0.8003386751
304	0.7988674644
305	0.7981999565
306	0.79666371
307	0.794633393
308	0.7927415472
309	0.7908931526
310	0.7902317472
311	0.789324886
312	0.7882337456
313	0.786271463
314	0.7854625573
315	0.7835796314
316	0.7825731241
317	0.7819635558
318	0.7815346852
319	0.7809092699
320	0.7798881499
321	0.7787608182
322	0.7774435507
323	0.7759334207
324	0.7750499498
325	0.7737907318
326	0.7723952724
327	0.7718511735
328	0.771044173
329	0.7703067263
330	0.7686025667
331	0.7672335506
332	0.7667458118
333	0.7649060321
334	0.7638815461
335	0.7624905792
336	0.7617556996
337	0.7611458439
338	0.7595106672
339	0.7583529819
340	0.7575555036
341	0.756647968
342	0.7557511411
343	0.7552709041
344	0.7541498051
345	0.7525954087
346	0.7520492083
347	0.751019648
348	0.7504998147
349	0.7498840821
350	0.7489199696
351	0.7477185374
352	0.7462570223
353	0.7448665034
354	0.7440887264
355	0.7431413233
356	0.7417758361
357	0.7412870768
358	0.7409797569
359	0.7395805436
360	0.7378928501
361	0.7369946101
362	0.7359943128
363	0.7343434519
364	0.7334254191
365	0.7317711511
366	0.7309753783
367	0.729429737
368	0.7291868118
369	0.7287163579
370	0.7281946613
371	0.7269704962
372	0.7262733897
373	0.724532354
374	0.7238782194
375	0.7227160537
376	0.7213645271
377	0.7210607779
378	0.7196512384
379	0.7186656117
380	0.717953995
381	0.716687082
382	0.7155171226
383	0.7139568429
384	0.7131232346
385	0.7118576498
386	0.710337048
387	0.7092831491
388	0.7078446746
389	0.7068404377
390	0.7054328423
391	0.7040358463
392	0.7030968517
393	0.7020576128
394	0.701369629
395	0.7004015414
396	0.6994281985
397	0.6984810163
398	0.6972993938
399	0.6970267347
400	0.6961568156
401	0.6957576525
402	0.6943781725
403	0.6932786234
404	0.6927074843
405	0.691694709
406	0.6910132468
407	0.6899958333
408	0.6894682022
409	0.6879028804
410	0.6867288355
411	0.686482462
412	0.6851717561
413	0.6847026969
414	0.6835288337
415	0.6829206061
416	0.681735657
417	0.6805335088
418	0.680169931
419	0.6784900188
420	0.6782536022
421	0.6771050694
422	0.6760046762
423	0.6754400527
424	0.6746636533
425	0.6741224264
426	0.6729826592
427	0.6721595675
428	0.6714876899
429	0.6703592463
430	0.6695990685
431	0.6681911261
432	0.6676178646
433	0.6667725098
434	0.6662301106
435	0.6657510786
436	0.6651264241
437	0.6647044164
438	0.6637061275
439	0.6623868548
440	0.6620479393
441	0.6614834652
442	0.6610647416
443	0.6605583237
444	0.6600749586
445	0.6588603807
446	0.6573249151
447	0.6570649136
448	0.6565642184
449	0.6559453959
450	0.6546638794
451	0.654320595
452	0.6529025776
453	0.6521861196
454	0.6518372189
455	0.6508974344
456	0.650438689
457	0.6503126941
458	0.6491462592
459	0.6478280242
460	0.6474834001
461	0.6469400802
462	0.64633704
463	0.6454880738
464	0.6449220465
465	0.6446911501
466	0.6433546208
467	0.6428214377
468	0.6412124669
469	0.640212498
470	0.6398923193
471	0.6385584462
472	0.6382321353
473	0.6376345599
474	0.6369799368
475	0.6366296654
476	0.6364106595
477	0.6352077106
478	0.6343864253
479	0.6342410098
480	0.6336035558
481	0.6324052532
482	0.6315264874
483	0.6310751242
484	0.6296482749
485	0.6294438725
486	0.6281721673
487	0.6276704033
488	0.6266541766
489	0.6259603529
490	0.625414705
491	0.6250948056
492	0.6246290004
493	0.6236829004
494	0.6229077435
495	0.6223458757
496	0.6216398477
497	0.6211834734
498	0.6201640859
499	0.6190555162
500	0.6178529878
501	0.6177410999
502	0.6163647456
503	0.6151461303
504	0.6145143593
505	0.6137333265
506	0.6125083046
507	0.6111296165
508	0.6102053702
509	0.6095188549
510	0.6089002529
511	0.608137317
512	0.6071321115
513	0.6064291212
514	0.606251821
515	0.6058228967
516	0.6051080352
517	0.6037651625
518	0.6031999834
519	0.6026660793
520	0.6016175877
521	0.6006173724
522	0.5997699086
523	0.5988406766
524	0.5987187359
525	0.5975291432
526	0.5964933681
527	0.5958346662
528	0.5952046598
529	0.5939901012
530	0.5933182801
531	0.5928371766
532	0.5920157434
533	0.5915749274
534	0.5906975833
535	0.5900635426
536	0.589521558
537	0.5886698172
538	0.5879811479
539	0.5877125667
540	0.5866574308
541	0.5861308186
542	0.5856029719
543	0.5849418564
544	0.5842783813
545	0.5840413329
546	0.5837623121
547	0.5826905053
548	0.581822975
549	0.5807384953
550	0.5803522093
551	0.5794511454
552	0.5790124137
553	0.5778638357
554	0.5770662691
555	0.5768071883
556	0.5760007943
557	0.5750922586
558	0.574015998
559	0.5729623201
560	0.5724434843
561	0.5722707353
562	0.5711086162
563	0.5704890408
564	0.5701366512
565	0.5696213981
566	0.5683292649
567	0.5673983366
568	0.5671565872
569	0.5660534163
570	0.5657623045
571	0.5648717985
572	0.5640863359
573	0.563044015
574	0.5625207566
575	0.5620350925
576	0.5610591929
577	0.5602819355
578	0.5599581908
579	0.5596133969
580	0.5592946681
581	0.5587721786
582	0.5584276511
583	0.5573339109
584	0.5563769203
585	0.5560398176
586	0.5555238772
587	0.5546322922
588	0.5539587072
589	0.5534629676
590	0.5524368219
591	0.5515405444
592	0.5511882524
593	0.5504238453
594	0.5499982075
595	0.5492523949
596	0.5488116439
597	0.5477202301
598	0.5474868201
599	0.5470883763
600	0.5462334181
601	0.5458786341
602	0.5451747106
603	0.5448808972
604	0.5437108586
605	0.5431292815
606	0.5422206448
607	0.5414891683
608	0.5408359302
609	0.5402028523
610	0.5399923055
611	0.5396121619
612	0.5382736553
613	0.5374128937
614	0.5370575221
615	0.5368754318
616	0.5364741678
617	0.5360003755
618	0.5358360638
619	0.5347568857
620	0.5345863407
621	0.5341095525
622	0.5335956855
623	0.5333258538
624	0.5323243668
625	0.5314476835
626	0.530729002
627	0.5296608284
628	0.528937843
629	0.5286376024
630	0.528348108
631	0.5281164842
632	0.5277803296
633	0.5272179093
634	0.5270745176
635	0.5266010649
636	0.5262764819
637	0.5256604012
638	0.525015114
639	0.5238886108
640	0.5231739229
641	0.522950637
642	0.5224489335
643	0.5218050894
644	0.5214077474
645	0.5209574949
646	0.5198312576
647	0.5191745059
648	0.518911948
649	0.5182562972
650	0.5177078049
651	0.5168388465
652	0.5166678158
653	0.5156440417
654	0.5148368718
655	0.5142692919
656	0.5133756981
657	0.5130389701
658	0.5121804987
659	0.5113151027
660	0.5108875172
661	0.5102614333
662	0.5099933271
663	0.5093377421
664	0.5082736181
665	0.5079352543
666	0.5068180315
667	0.5062075758
668	0.5060614988
669	0.5051683369
670	0.5048134791
671	0.5039276632
672	0.5034594212
673	0.5026604645
674	0.5024874766
675	0.501756833
676	0.5015191219
677	0.5008494043
678	0.500342066
679	0.5002129634
680	0.5000067507
681	0.4994919895
682	0.4988570365
683	0.4985100717
684	0.498234332
685	0.4977986299
686	0.4975659472
687	0.4966368529
688	0.4963598
689	0.4959359644
690	0.4952308829
691	0.4942389401
692	0.4933605536
693	0.492524484
694	0.492390369
695	0.4914060867
696	0.490591434
697	0.4899953708
698	0.4894670448
699	0.4891900236
700	0.4888428046
701	0.4887181347
702	0.4883944247
703	0.4881342693
704	0.487783687
705	0.4872215818
706	0.486714488
707	0.4863696835
708	0.4855313916
709	0.4852247733
710	0.4849111276
711	0.4847991121
712	0.4846519883
713	0.4845214185
714	0.4843381345
715	0.4841718072
716	0.4838315384
717	0.4833186423
718	0.4824240384
719	0.4820930945
720	0.481757195
721	0.480961224
722	0.4801979386
723	0.4793325192
724	0.4787585914
725	0.4782223677
726	0.4779775935
727	0.4774679456
728	0.4773729225
729	0.4770721418
730	0.4765956856
731	0.4757613676
732	0.475655278
733	0.4752515736
734	0.4749522514
735	0.4744271343
736	0.4742864575
737	0.4739790975
738	0.4738774743
739	0.4733585456
740	0.4731728088
741	0.4725979109
742	0.4719190935
743	0.4713734563
744	0.4707814288
745	0.4697711254
746	0.4695599066
747	0.4690195824
748	0.4688400003
749	0.4680783782
750	0.4678045128
751	0.4670809216
752	0.466952481
753	0.466585723
754	0.4662898065
755	0.4657762255
756	0.4650084231
757	0.4649135102
758	0.4642589373
759	0.4637250632
760	0.4628294984
761	0.4627462354
762	0.462210728
763	0.4617432645
764	0.4610305241
765	0.4606615557
766	0.4604970505
767	0.4601725624
768	0.4594678426
769	0.458835924
770	0.4586870448
771	0.4578011085
772	0.4574880934
773	0.4569043219
774	0.4565604323
775	0.456124728
776	0.4553377205
777	0.4549418375
778	0.4547103722
779	0.4538512145
780	0.4535013356
781	0.4530975293
782	0.4527642565
783	0.4522898824
784	0.4514944671
785	0.4511079241
786	0.4505863728
787	0.4501338694
788	0.4494897097
789	0.448841376
790	0.4484222058
791	0.4476914121
792	0.4471581805
793	0.4468240791
794	0.4461795042
795	0.446074919
796	0.4452405077
797	0.4442657893
798	0.444035468
799	0.4436647049
800	0.443213359
801	0.442831386
802	0.4421938741
803	0.441763371
804	0.4414888621
805	0.4407370527
806	0.4400571911
807	0.4395051897
808	0.4390426842
809	0.4383288967
810	0.4377954046
811	0.4370721247
812	0.4368929896
813	0.4366266477
814	0.4362027628
815	0.4356105343
816	0.4354083934
817	0.4353075877
818	0.4347474875
819	0.4343175548
820	0.4339273864
821	0.4338594667
822	0.4333936828
823	0.432861928
824	0.4324193379
825	0.4319944354
826	0.4315758578
827	0.4311504103
828	0.4306972336
829	0.4305451203
830	0.4296495399
831	0.4294389371
832	0.4292428977
833	0.4289614175
834	0.4286432268
835	0.4278997637
836	0.4273307789
837	0.4270739104
838	0.4264469394
839	0.4262610168
840	0.4261469808
841	0.4254746074
842	0.4248667109
843	0.4245052453
844	0.4241626931
845	0.4238027637
846	0.4232422921
847	0.4229645776
848	0.4225586765
849	0.4220659344
850	0.4217955335
851	0.4211924611
852	0.4205100343
853	0.4197706191
854	0.419139361
855	0.4188068159
856	0.4183633256
857	0.4179199014
858	0.4176251007
859	0.4172054865
860	0.4167575804
861	0.4160607766
862	0.4155331676
863	0.4153758815
864	0.4149469478
865	0.4146293707
866	0.4143302494
867	0.4139114268
868	0.4138025129
869	0.4130986164
870	0.4126863939
871	0.4121701739
872	0.4116908341
873	0.4115326423
874	0.4109953578
875	0.4107188957
876	0.4103979044
877	0.4097507768
878	0.4091896753
879	0.4090743477
880	0.4087655
881	0.408632383
882	0.4084686828
883	0.4080748084
884	0.4078242554
885	0.4075744132
886	0.406969454
887	0.4068327289
888	0.4064481987
889	0.4057970484
890	0.4055351863
891	0.405092724
892	0.4050309658
893	0.4047114562
894	0.4042935702
895	0.4035724597
896	0.4029645427
897	0.4027255978
898	0.4023490882
899	0.4022239403
900	0.4016533154
901	0.4009506744
902	0.4006623179
903	0.4004209697
904	0.4002829603
905	0.3999501377
906	0.3996432296
907	0.3991489328
908	0.3989757301
909	0.3985132486
910	0.3982818129
911	0.3977369894
912	0.3972678476
913	0.3969297914
914	0.3967745097
915	0.3959412502
916	0.3955070451
917	0.3948149479
918	0.3945284361
919	0.394094409
920	0.3940078891
921	0.3935866284
922	0.3932073858
923	0.3930966894
924	0.3927605723
925	0.3923063966
926	0.3921839941
927	0.3917106632
928	0.3913289235
929	0.3912196812
930	0.3909536084
931	0.3904279386
932	0.3899299105
933	0.3895986678
934	0.3893197237
935	0.3887525354
936	0.3884445048
937	0.3880369435
938	0.3878075201
939	0.3876448213
940	0.3870780011
941	0.3868210497
942	0.386264285
943	0.3859453499
944	0.3853416421
945	0.3849902665
946	0.3846387388
947	0.384265617
948	0.3837264419
949	0.3830510466
950	0.3829503462
951	0.3827378619
952	0.3824230912
953	0.3821114981
954	0.3818978586
955	0.3818287538
956	0.3815020347
957	0.380963006
958	0.380861809
959	0.380407038
960	0.3802620891
961	0.3798840809
962	0.3797071243
963	0.3795465056
964	0.3792653001
965	0.3787794362
966	0.3782983989
967	0.377744328
968	0.3774090848
969	0.3772689912
970	0.3771449126
971	0.3770302453
972	0.3766397221
973	0.3762329178
974	0.3761041643
975	0.3757768534
976	0.3754562026
977	0.3750952401
978	0.3744686756
979	0.3739437844
980	0.3738879063
981	0.3732476882
982	0.3731750267
983	0.3726586268
984	0.37259749
985	0.372110495
986	0.3716665651
987	0.3715341016
988	0.3714152158
989	0.371118569
990	0.3705422361
991	0.370354296
992	0.3700531103
993	0.3699385336
994	0.3694068352
995	0.3689714143
996	0.3688997157
997	0.3686379429
998	0.3684350332
999	0.368141381
1000	0.367706823
1001	0.367358058
1002	0.3669536851
1003	0.3666684884
1004	0.3659657913
1005	0.3656156928
1006	0.3650261505
1007	0.3646659003
1008	0.3643174359
1009	0.363932662
1010	0.3634371024
1011	0.3631425508
1012	0.3625558315
1013	0.362388628
1014	0.3619817148
1015	0.3617698208
1016	0.3615532577
1017	0.3610634831
1018	0.3607317631
1019	0.3606641075
1020	0.3605434326
1021	0.3600786467
1022	0.3598081717
1023	0.35921933
1024	0.3588594993
1025	0.3587784723
1026	0.3584413707
1027	0.3579137895
1028	0.3578151593
1029	0.3577212228
1030	0.3573718228
1031	0.3568431498
1032	0.3566671694
1033	0.356253973
1034	0.3559741316
1035	0.3554903201
1036	0.3552679752
1037	0.35492358
1038	0.3546635138
1039	0.3544066474
1040	0.3539870495
1041	0.3538060754
1042	0.3534381467
1043	0.3531388749
1044	0.3527123448
1045	0.3524538124
1046	0.3517806303
1047	0.3513411937
1048	0.3511749687
1049	0.3510757639
1050	0.3505858544
1051	0.3501877799
1052	0.3498006652
1053	0.3495034604
1054	0.3494073984
1055	0.3492796658
1056	0.34909012
1057	0.3485613715
1058	0.3480578848
1059	0.3476061188
1060	0.3475632841
1061	0.347433149
1062	0.3472390228
1063	0.3467656752
1064	0.3465072041
1065	0.3461489434
1066	0.345934324
1067	0.3455357839
1068	0.3454397382
1069	0.3451203932
1070	0.3448328137
1071	0.3442828342
1072	0.3440861342
1073	0.3436120712
1074	0.3433359923
1075	0.3431655348
1076	0.3427482055
1077	0.3426801381
1078	0.3425602342
1079	0.3420822614
1080	0.3419076404
1081	0.3416437989
1082	0.3413247584
1083	0.3408619519
1084	0.3406201239
1085	0.3403617306
1086	0.3400207157
1087	0.3398313318
1088	0.3394015504
1089	0.338782847
1090	0.3382999667
1091	0.3379195755
1092	0.3378366796
1093	0.3376145681
1094	0.3373388588
1095	0.3372736243
1096	0.3368473725
1097	0.3364249715
1098	0.3361415202
1099	0.3360236269
1100	0.3357769263
1101	0.3356726544
1102	0.3355084484
1103	0.3353594948
1104	0.3351648759
1105	0.3347444104
1106	0.3346238702
1107	0.3345434843
1108	0.3343141116
1109	0.333863207
1110	0.3334760889
1111	0.3330791501
1112	0.3328518365
1113	0.332494466
1114	0.331938548
1115	0.3318704237
1116	0.3314116761
1117	0.3309870964
1118	0.3308329719
1119	0.3304909251
1120	0.3303159965
1121	0.3300304207
1122	0.3298617092
1123	0.3297638899
1124	0.3295375677
1125	0.3291911696
1126	0.3289195837
1127	0.3288129912
1128	0.3284495025
1129	0.3281890801
1130	0.3280797919
1131	0.3278728495
1132	0.3275791903
1133	0.327138266
1134	0.3268903156
1135	0.3264883667
1136	0.3263683816
1137	0.326225191
1138	0.3259736817
1139	0.3257417619
1140	0.3255348101
1141	0.3253282828
1142	0.3249629336
1143	0.3247621206
1144	0.3245531836
1145	0.324489916
1146	0.3242564282
1147	0.3238167447
1148	0.3235155359
1149	0.3232828493
1150	0.3231445064
1151	0.3228605149
1152	0.3227031437
1153	0.3223459723
1154	0.3221759014
1155	0.3220479559
1156	0.3218154967
1157	0.3215260301
1158	0.3214530003
1159	0.3211360811
1160	0.3205930534
1161	0.3204011993
1162	0.3202199191
1163	0.3199985459
1164	0.3196392553
1165	0.3195505692
1166	0.3193381263
1167	0.3192722149
1168	0.3191251187
1169	0.3187672372
1170	0.3186103783
1171	0.3182160286
1172	0.3180148939
1173	0.317704376
1174	0.3174085797
1175	0.3171131053
1176	0.3166967942
1177	0.3164639434
1178	0.3162734342
1179	0.3159303841
1180	0.3156649791
1181	0.3153725279
1182	0.315172204
1183	0.3148377378
1184	0.3145405685
1185	0.3141953429
1186	0.3139894204
1187	0.313633747
1188	0.3133329577
1189	0.3130019841
1190	0.3129200521
1191	0.3126786679
1192	0.3125663066
1193	0.3123784712
1194	0.3121776411
1195	0.3119835327
1196	0.3116356117
1197	0.3114082662
1198	0.3111378136
1199	0.3110271667
1200	0.3109102538
1201	0.3108157265
1202	0.310555404
1203	0.3105069619
1204	0.3103443859
1205	0.310017475
1206	0.3098434222
1207	0.3096521197
1208	0.3094733977
1209	0.3092556553
1210	0.3092257439
1211	0.3086966482
1212	0.3085714661
1213	0.3083965682
1214	0.3082273778
1215	0.3080997917
1216	0.3078394894
1217	0.3076596436
1218	0.3075957916
1219	0.3073358177
1220	0.3072669175
1221	0.3070797742
1222	0.3068365955
1223	0.3066061038
1224	0.3063247983
1225	0.3061409729
1226	0.3059477986
1227	0.3054507083
1228	0.3053452219
1229	0.3051689093
1230	0.3050374168
1231	0.3049207819
1232	0.3045955959
1233	0.3042808926
1234	0.3039868861
1235	0.3039085668
1236	0.3033956128
1237	0.3032622918
1238	0.3030776751
1239	0.3029032522
1240	0.3027371401
1241	0.3025175717
1242	0.3022951779
1243	0.3021060612
1244	0.3017102329
1245	0.301621664
1246	0.3014394981
1247	0.3013220694
1248	0.3012629626
1249	0.3009000134
1250	0.3007885817
1251	0.300747011
1252	0.3006494387
1253	0.3005000165
1254	0.3002786495
1255	0.2997655813
1256	0.2995721583
1257	0.2993540603
1258	0.2989712192
1259	0.298751117
1260	0.298518666
1261	0.2981917925
1262	0.2978844643
1263	0.2976054579
1264	0.2973536858
1265	0.2971103362
1266	0.2969415783
1267	0.2968292297
1268	0.2965574802
1269	0.2963471514
1270	0.2959989092
1271	0.2956895486
1272	0.2952934842
1273	0.2952261108
1274	0.2949821291
1275	0.2948435478
1276	0.2946088423
1277	0.2945345104
1278	0.2941788982
1279	0.2938934703
1280	0.2937500827
1281	0.2936063439
1282	0.2932509247
1283	0.2930991104
1284	0.2927439232
1285	0.2922387199
1286	0.2921229334
1287	0.2916644001
1288	0.2915088145
1289	0.2913625039
1290	0.2911304206
1291	0.2908554663
1292	0.2904906831
1293	0.2902857168
1294	0.2899863983
1295	0.2899120469
1296	0.2897417456
1297	0.2893625431
1298	0.2892429314
1299	0.2890163182
